id,city,type,squareMeters,rooms,floor,floorCount,buildYear,ownership,buildingMaterial,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,price_per_m2,building_age
22b10b2de9d4b6a5d0d0c3cf0bd0c34d,gdansk,unknown,34.1,2,,3.0,2021.0,condominium,unknown,False,False,False,False,False,690000,20234.6,New
695cccfd3f184fca53301745bf1452dc,warszawa,unknown,62.0,3,,3.0,2021.0,condominium,unknown,True,True,False,True,False,1179000,19016.13,New
5fa68a6b600a80f6731cad9031f153ad,warszawa,apartmentBuilding,60.5,3,3.0,3.0,2021.0,condominium,brick,True,True,True,False,True,1383772,22872.26,New
79829aaded1e905793c23c9bdc09b336,wroclaw,blockOfFlats,60.2,3,3.0,3.0,2021.0,condominium,unknown,False,True,True,False,True,824900,13702.66,New
f62cbba5191c80a88c58cf93a0da77de,krakow,blockOfFlats,46.0,2,1.0,3.0,2021.0,condominium,unknown,True,True,True,False,False,1090000,23695.65,New
2e31b6a846ad74ad31d7024a1e8b66e7,gdansk,blockOfFlats,44.0,2,3.0,3.0,2022.0,condominium,unknown,True,False,True,False,False,499000,11340.91,New
2dbbf1be4e224c4fb81d22f14b6c80b9,krakow,apartmentBuilding,45.05,2,1.0,3.0,2022.0,condominium,brick,True,True,True,False,False,788375,17500.0,New
7a0a316d488926b711990d4f64e9bd19,wroclaw,apartmentBuilding,87.0,4,3.0,3.0,2022.0,condominium,brick,True,True,True,False,True,1390000,15977.01,New
9031425a0846b92fb2ecc59a9d4ff2d3,lodz,apartmentBuilding,79.49,4,3.0,3.0,2022.0,condominium,brick,True,False,True,False,False,675586,8499.01,New
a323fc17be21424044d5dbb6caf26418,bydgoszcz,blockOfFlats,54.0,3,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,485900,8998.15,New
503a2a13625e6dc04575ce1569f35188,lodz,unknown,70.12,3,1.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,740000,10553.34,New
599c0b14c2ce6a11dad808d878a136b9,gdynia,blockOfFlats,60.0,3,2.0,3.0,2022.0,condominium,brick,False,False,True,False,False,750000,12500.0,New
f765c708bae5f74fad58a9cc0cd4ecea,gdansk,blockOfFlats,44.0,2,3.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,499000,11340.91,New
661c3a1fa051005e3589a0331c1bd323,gdynia,apartmentBuilding,60.0,3,1.0,3.0,2022.0,condominium,brick,False,True,False,False,False,899000,14983.33,New
00931e6cb4f36f892a10cdc99ddce5c8,gdansk,blockOfFlats,62.46,3,1.0,3.0,2022.0,condominium,brick,False,True,True,False,False,553000,8853.67,New
7ef4d8d10cea9541307f0a1f04dd0d81,lodz,blockOfFlats,64.0,3,3.0,3.0,2022.0,condominium,unknown,False,True,True,True,False,650000,10156.25,New
9a3f0733edc4c1fef775f93156ad8516,wroclaw,blockOfFlats,55.5,3,2.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,667000,12018.02,New
a17a1f5b03fc21ce8553d58178ae3caf,bydgoszcz,apartmentBuilding,56.0,3,1.0,3.0,2022.0,condominium,brick,True,True,True,False,False,489000,8732.14,New
5efec55b0fb4b13932826825d712646a,krakow,apartmentBuilding,33.46,2,3.0,3.0,2022.0,condominium,brick,True,False,True,False,False,515284,15400.0,New
7cafd1e9fcb074b857ae70bdb939f339,warszawa,apartmentBuilding,108.48,5,3.0,3.0,2022.0,condominium,brick,True,False,True,True,False,1695000,15625.0,New
8daf39bb227e5bf222d2897ba0e012e9,bydgoszcz,blockOfFlats,54.0,3,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,485900,8998.15,New
6613356c7a9b3ec6ef65e5c8c9ce528b,krakow,blockOfFlats,64.18,3,2.0,3.0,2022.0,condominium,brick,False,True,False,False,False,545000,8491.74,New
b2941580df401d0b95a623b8279a1693,krakow,apartmentBuilding,39.8,2,3.0,3.0,2022.0,condominium,brick,False,True,True,False,False,520000,13065.33,New
e2c7c731926bfc8d97c5878495491ae9,gdansk,unknown,34.0,2,1.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,399000,11735.29,New
aef027eed21ce981379e16d380affedc,gdynia,apartmentBuilding,44.0,2,2.0,3.0,2022.0,condominium,brick,False,True,False,False,False,659000,14977.27,New
52272f96b191f7fedfa5cf9d8f369f2e,gdynia,unknown,91.55,5,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,True,1100000,12015.29,New
6ef685ea8aa37725b209ce2ec11b97ba,gdansk,unknown,48.0,3,3.0,3.0,2022.0,condominium,unknown,False,False,True,False,False,529000,11020.83,New
f55385e5586101ff76dc293ab9341627,gdansk,blockOfFlats,62.46,3,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,553000,8853.67,New
adf1ced0987614de15821b3ffda55db2,krakow,apartmentBuilding,80.5,4,1.0,3.0,2022.0,condominium,brick,True,True,True,False,True,1410000,17515.53,New
a31715e6020790499880472aa12e9c85,lublin,unknown,44.0,2,,3.0,2022.0,condominium,unknown,True,True,True,False,False,399735,9084.89,New
a7cf9e36b6ca4f7a896cbd23a0ebd3a9,warszawa,unknown,46.5,2,3.0,3.0,2022.0,condominium,unknown,True,False,True,True,False,850000,18279.57,New
e0c4264d42b60f3aea59d6085e4d39c7,lublin,unknown,60.13,3,3.0,3.0,2022.0,condominium,unknown,True,True,False,False,True,459000,7633.46,New
dfa3df668faf391c5fd256ac78174a5e,gdansk,blockOfFlats,75.73,4,,3.0,2022.0,condominium,brick,False,True,True,False,False,1190000,15713.72,New
ebe1dfca337c9a5dbdcb9b9ac5d5dbd5,bydgoszcz,apartmentBuilding,113.0,6,1.0,3.0,2022.0,condominium,brick,True,True,True,False,False,951000,8415.93,New
ac41fcf9328e5f435d2a55ef046f293f,bydgoszcz,unknown,53.77,3,2.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,387144,7200.0,New
f8260dd4b3144a0fba1cf538e64a667b,gdansk,unknown,42.36,2,1.0,3.0,2022.0,condominium,unknown,False,False,False,False,False,449000,10599.62,New
838a263d0f4a49bfde07f4ded6a88263,wroclaw,unknown,25.52,1,2.0,3.0,2022.0,condominium,brick,False,False,True,False,False,323000,12656.74,New
d28ac1eca79eca7e08f4fddd93652ce8,warszawa,apartmentBuilding,64.05,3,2.0,3.0,2022.0,condominium,brick,False,True,True,False,False,1230000,19203.75,New
1343f8044cf6390408d3a62b82ef231f,krakow,blockOfFlats,55.0,3,1.0,3.0,2022.0,condominium,unknown,True,True,False,False,True,570000,10363.64,New
17e4b21d6f2834feb53b387b71c7c77c,gdansk,unknown,49.0,3,1.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,475000,9693.88,New
7b831671de38f3c96914a2e710a04dbd,gdynia,blockOfFlats,74.91,4,3.0,3.0,2022.0,condominium,unknown,False,True,True,False,True,849000,11333.6,New
d71a9424d03a635eb6c2bd209fc6ab87,katowice,apartmentBuilding,111.17,4,3.0,3.0,2022.0,condominium,brick,True,True,True,False,False,980000,8815.33,New
6ab07272d1986b7f86919353d148d32b,krakow,blockOfFlats,61.18,3,1.0,3.0,2022.0,condominium,unknown,False,True,False,True,False,911000,14890.49,New
ef4af1a6148fd79375057cd2f097a9f4,warszawa,apartmentBuilding,82.94,3,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,2149000,25910.3,New
975988a83eb7e047be7f7218e2308393,lodz,apartmentBuilding,70.12,4,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,777000,11081.0,New
2f3b73c57a4c1b18c160bab9c448c8d7,gdansk,blockOfFlats,78.28,4,2.0,3.0,2022.0,condominium,brick,False,True,True,True,False,755000,9644.86,New
f67d6dd02331797ed8beaca8c4482dd4,krakow,blockOfFlats,26.0,1,3.0,3.0,2022.0,condominium,brick,True,True,False,False,False,429000,16500.0,New
ca1488015cc6b206135ff12273b4a366,krakow,blockOfFlats,64.2,3,2.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,549000,8551.4,New
9ad902f173d88f8f1c2ad7e43e3424ff,wroclaw,unknown,26.0,1,,3.0,2022.0,condominium,unknown,True,False,True,False,True,380000,14615.38,New
a3cb80c892e18c4dea86a4550c49ca49,gdansk,blockOfFlats,48.96,3,1.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,599000,12234.48,New
22abe2758000169745ee51ee6619382e,gdansk,apartmentBuilding,66.3,2,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,1507540,22738.16,New
22a24f3fa398db0763ef2e4a69813242,poznan,blockOfFlats,73.26,4,3.0,3.0,2022.0,condominium,brick,True,False,True,False,False,695000,9486.76,New
9612b794b981764ec251fd53a50540b4,krakow,apartmentBuilding,46.0,2,1.0,3.0,2022.0,condominium,brick,False,True,True,False,True,782000,17000.0,New
dbb0fadecfac5784e0337279a0ffe95f,warszawa,blockOfFlats,77.63,4,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,1038000,13371.12,New
9ff8d03723fe80487697072666f3bc23,warszawa,apartmentBuilding,49.0,2,,3.0,2022.0,condominium,brick,True,True,True,True,False,820200,16738.78,New
91de40168c701d01459464651a3afa4e,warszawa,apartmentBuilding,48.0,2,,3.0,2022.0,condominium,brick,True,True,True,True,False,804750,16765.63,New
52ed44e218f3bbf0c0658efb6d3b9586,warszawa,unknown,70.51,3,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,1117584,15850.01,New
134d36a037674badb276324557be2e6b,wroclaw,blockOfFlats,72.61,3,2.0,3.0,2022.0,condominium,unknown,True,True,False,False,False,729000,10039.94,New
3a652ca617b6b330a7643a4c717b3061,gdynia,unknown,59.45,4,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,759000,12767.03,New
5cda2721750a7cdcaa3eb2fb6ad4187f,lublin,blockOfFlats,37.0,2,3.0,3.0,2022.0,condominium,brick,False,True,True,False,False,444000,12000.0,New
fc57391ada340008a2b805765b9972a2,gdynia,unknown,44.0,2,2.0,3.0,2022.0,condominium,brick,True,False,True,True,False,659000,14977.27,New
32c4f0cc8abb00c3f77a96cd8130c4fe,gdynia,unknown,59.0,3,1.0,3.0,2022.0,condominium,unknown,True,False,True,True,False,947000,16050.85,New
853792da6798d98ce3db9b10ef65c5a6,krakow,apartmentBuilding,57.67,4,3.0,3.0,2022.0,condominium,brick,False,True,True,False,False,816215,14153.2,New
a14680d38826fdd468a75516ebd10899,lodz,apartmentBuilding,37.1,2,1.0,3.0,2022.0,condominium,brick,False,True,True,False,False,443345,11950.0,New
b58529820581c73118c5d438d02036c3,gdynia,unknown,77.65,5,3.0,3.0,2022.0,condominium,unknown,True,True,True,True,True,1100000,14166.13,New
9c0cd7291564bbe5cf6e2f8fae92e27d,warszawa,apartmentBuilding,74.0,3,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,1257000,16986.49,New
aa49add11f534aad3806ca695789578e,krakow,apartmentBuilding,44.0,2,,3.0,2022.0,condominium,brick,True,False,True,False,False,990000,22500.0,New
936345b9c227a8a5e6624e413302de87,wroclaw,blockOfFlats,37.8,2,3.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,510000,13492.06,New
1833a05c2e821091d915fb894e7b1491,krakow,blockOfFlats,63.09,3,,3.0,2022.0,condominium,unknown,False,False,True,False,False,712917,11300.0,New
bd900b2f03c9e1bf13175b442c2eedd8,krakow,blockOfFlats,64.18,3,2.0,3.0,2022.0,condominium,brick,True,True,False,False,False,545000,8491.74,New
1b58b37bdc72b45d60cefb2b1dfc362e,krakow,unknown,33.0,2,2.0,3.0,2022.0,condominium,unknown,False,False,False,False,False,643500,19500.0,New
faf13f116c6d2377f33c3c2fabc38ff7,gdynia,apartmentBuilding,60.0,3,1.0,3.0,2022.0,condominium,brick,False,True,True,False,False,899000,14983.33,New
771019386555dfee455be8671b900b1d,gdynia,apartmentBuilding,64.0,3,2.0,3.0,2022.0,condominium,brick,False,True,False,False,False,939000,14671.88,New
91ae582c3767a7cde08925e9fe19a34f,gdynia,blockOfFlats,92.0,5,1.0,3.0,2022.0,condominium,unknown,False,True,True,True,False,1122000,12195.65,New
f4ece7f8fd5439322cab017058e5dedf,warszawa,unknown,63.95,3,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,1013608,15850.01,New
802a46953f854ad9f4492d47b0ed1ca3,gdansk,blockOfFlats,58.0,3,1.0,3.0,2022.0,condominium,brick,True,True,True,False,True,699000,12051.72,New
7e73d5643de0dd5bd1bcd56fccb75c8b,gdynia,blockOfFlats,45.0,2,2.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,675000,15000.0,New
c4f45edc8e5912a023d33c9b2c192790,krakow,apartmentBuilding,39.45,2,2.0,3.0,2022.0,condominium,brick,True,False,True,False,False,599000,15183.78,New
6d7baa9dfe178566754c4fdc6d1cec88,gdynia,apartmentBuilding,59.5,3,1.0,3.0,2022.0,condominium,brick,False,False,True,False,True,947000,15915.97,New
1756ef6c7fbc671a29a24628c2d72fbb,wroclaw,apartmentBuilding,87.0,4,3.0,3.0,2022.0,condominium,brick,True,True,False,False,False,1390000,15977.01,New
14281e3a689fbb2eebc99097ac24e275,gdynia,apartmentBuilding,79.12,3,1.0,3.0,2022.0,condominium,brick,False,True,True,False,False,1199000,15154.2,New
a1fcc4d4d3781a44fe1276c1df66192d,gdansk,unknown,41.0,2,2.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,549000,13390.24,New
e2126c679d58285c509449c772fa850c,warszawa,blockOfFlats,71.89,3,,3.0,2022.0,condominium,brick,True,False,True,False,False,999000,13896.23,New
c1128014d4553c416735c323ac7e77d6,warszawa,blockOfFlats,87.69,3,2.0,3.0,2022.0,condominium,unknown,True,True,True,True,False,1049999,11973.99,New
804191eebbdc10a630cd5bd073b7483b,gdansk,blockOfFlats,62.8,3,3.0,3.0,2022.0,condominium,unknown,False,False,False,False,False,510000,8121.02,New
2e665f8ca01d6ffba60cfd3d62f80bc6,krakow,blockOfFlats,55.62,3,2.0,3.0,2022.0,condominium,unknown,True,True,True,False,True,1051218,18900.0,New
fba3f2dfd8ba7aedd9239be97350f0bb,gdansk,apartmentBuilding,57.1,2,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,1335690,23392.12,New
4a4007f5db8e284f72538db5dec352ea,poznan,unknown,54.06,3,1.0,3.0,2022.0,condominium,unknown,False,False,True,False,False,556818,10300.0,New
0bf95d421af16e5565d9225711ad9702,lublin,apartmentBuilding,57.0,3,2.0,3.0,2022.0,condominium,brick,True,True,True,False,True,499000,8754.39,New
9092e5a065a57dab72469c62fedff9d6,lodz,apartmentBuilding,71.79,3,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,752003,10475.04,New
63306eee8352f332b89dd56242ee2704,gdynia,blockOfFlats,96.37,4,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,1122000,11642.63,New
78593cdcb16dc52731719893ff6b12f0,bydgoszcz,blockOfFlats,37.88,3,,3.0,2022.0,condominium,unknown,False,True,True,False,True,420000,11087.65,New
00a8aefdc4691a9da551fb494c31e182,warszawa,apartmentBuilding,118.15,4,2.0,3.0,2022.0,condominium,brick,True,False,False,False,False,1750000,14811.68,New
84333fd0da15e664ca22d27bbbaa5a4a,bydgoszcz,unknown,57.57,3,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,414504,7200.0,New
4a56f3649f119770d2fc5fafa9168130,krakow,blockOfFlats,64.0,3,2.0,3.0,2022.0,condominium,unknown,False,True,False,False,False,545000,8515.63,New
b6fbac53cb6c201067611c29047dbc51,wroclaw,apartmentBuilding,27.0,1,3.0,3.0,2022.0,condominium,brick,False,False,True,False,False,349000,12925.93,New
2a0c33253e273e1b3686dee6b4aca171,wroclaw,unknown,72.61,3,2.0,3.0,2022.0,condominium,unknown,True,True,False,False,False,789000,10866.27,New
34260fd6e589ac576937d0d0078a0835,warszawa,blockOfFlats,64.05,3,2.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,1180000,18423.11,New
1c2f19e140f244e577e0c3d025f276e4,warszawa,blockOfFlats,122.71,4,3.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,1850000,15076.2,New
f7c3e18a361b45490e60c48544a6b2d8,bydgoszcz,unknown,53.94,3,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,388368,7200.0,New
96995deeafdb5ece032af56a7fff8d83,lublin,unknown,81.52,3,3.0,3.0,2022.0,condominium,unknown,False,True,True,False,True,755000,9261.53,New
fc6473e69f64a279494a9afb5ea862d4,lodz,apartmentBuilding,60.01,3,3.0,3.0,2022.0,condominium,brick,False,True,True,False,False,759000,12647.89,New
79e7417bcc3f10f4895d17681e00ffc6,krakow,blockOfFlats,63.73,3,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,830000,13023.69,New
3bed8f51c4716225c32b18c2fdaa798e,szczecin,apartmentBuilding,45.16,2,3.0,3.0,2022.0,condominium,brick,False,True,False,False,False,499999,11071.72,New
8b1e097f5bfde3899ba11435eda96e3f,gdynia,blockOfFlats,51.67,3,1.0,3.0,2022.0,condominium,unknown,False,False,False,False,True,599999,11612.13,New
41efcb82af6a97f702020ae2e62c69ae,gdynia,blockOfFlats,92.0,5,3.0,3.0,2022.0,condominium,brick,True,False,True,False,False,1075000,11684.78,New
696ded3b22d17bf2fbf7b0e861588ca1,lublin,unknown,72.83,4,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,793847,10900.0,New
015f9051eb6852aba1c0ecf03f66a99e,gdynia,blockOfFlats,91.45,4,3.0,3.0,2022.0,condominium,brick,False,True,True,False,False,1097400,12000.0,New
b604d4c81f248be4d81a99dcc3feb1dc,gdynia,blockOfFlats,91.55,5,1.0,3.0,2022.0,condominium,unknown,False,True,True,True,False,1122000,12255.6,New
9fa91cdeff09099d78e2b4a7fb7977ae,warszawa,blockOfFlats,46.0,2,,3.0,2022.0,condominium,unknown,True,True,True,True,False,599999,13043.46,New
2be949acd20b41d2c9b0b4b2502ee700,lodz,blockOfFlats,28.25,1,2.0,3.0,2022.0,condominium,unknown,True,True,True,False,True,309000,10938.05,New
eb754df88aeca083073b0595537d65e4,bialystok,apartmentBuilding,45.88,3,,3.0,2022.0,condominium,brick,False,False,True,False,False,596440,13000.0,New
f62e11795a817ec3ae4f360b3a05b04b,krakow,blockOfFlats,76.28,4,3.0,3.0,2022.0,condominium,unknown,True,True,False,False,False,599000,7852.65,New
2c8ad26b48385bcd8b5a64582c2f5c04,gdynia,unknown,63.0,3,2.0,3.0,2022.0,condominium,unknown,True,False,True,True,False,967000,15349.21,New
7521840511ac54c518d0867fb9c9911e,rzeszow,blockOfFlats,36.6,2,3.0,3.0,2022.0,condominium,unknown,False,True,True,False,True,465000,12704.92,New
f2d957b1380960bd957b234b7849de9a,krakow,blockOfFlats,41.0,2,,3.0,2022.0,condominium,unknown,False,True,True,False,False,574000,14000.0,New
c3a6256d58c18dd3156f5873ff9b8630,krakow,blockOfFlats,57.2,3,1.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,725000,12674.83,New
7cff60144e1198694e1f96e06269c915,krakow,apartmentBuilding,47.92,3,1.0,3.0,2022.0,condominium,brick,True,False,True,False,False,670000,13981.64,New
3abe5b07cadf9e03e582f18df69c8ce0,lublin,unknown,50.0,3,3.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,409605,8192.1,New
8a0e437c5c1cf83c1e1afa055680a452,gdansk,unknown,110.0,5,3.0,3.0,2022.0,condominium,unknown,False,False,False,False,True,989000,8990.91,New
03f265312b3660d4ec63cfb467e9c8a1,gdansk,blockOfFlats,44.3,2,3.0,3.0,2022.0,condominium,brick,True,True,True,True,True,499000,11264.11,New
ee6ae52c81a9818430aa1dfc3de9f462,warszawa,apartmentBuilding,80.0,3,3.0,3.0,2022.0,condominium,brick,True,True,True,True,True,1027000,12837.5,New
c69ac53e5994ca4e9698a3d4b221c49a,krakow,unknown,32.0,1,3.0,3.0,2022.0,condominium,brick,False,True,False,False,False,443626,13863.31,New
d8ccf061ca7edbb8488f5e48cb60c762,lublin,unknown,58.0,3,1.0,3.0,2022.0,condominium,unknown,True,True,True,False,False,446677,7701.33,New
a8fcddc53f95f1878c4196be1c380488,gdynia,apartmentBuilding,63.0,3,2.0,3.0,2022.0,condominium,brick,False,False,True,False,True,967000,15349.21,New
d0b0b6811ea5212e81f132014a193060,gdynia,blockOfFlats,58.06,3,,3.0,2022.0,condominium,unknown,False,True,True,False,False,770000,13262.14,New
f8b63fe23cf6cf655fe92343d9657857,gdansk,blockOfFlats,49.0,3,1.0,3.0,2022.0,condominium,brick,False,False,False,False,False,475000,9693.88,New
d26439d42900220762adeab4bf14571e,gdansk,apartmentBuilding,61.8,3,,3.0,2022.0,condominium,brick,False,True,True,False,False,999000,16165.05,New
2f2fa8f464a85f84de23dae285ca0687,krakow,unknown,69.04,3,3.0,3.0,2022.0,condominium,brick,False,True,False,False,False,963000,13948.44,New
12f6091b453177c33051d841ba8687d2,gdansk,apartmentBuilding,36.06,2,1.0,3.0,2022.0,condominium,brick,False,False,True,False,False,485000,13449.81,New
a669f395d2f941a9d4c25f85e2673ea8,szczecin,blockOfFlats,57.1,2,,3.0,2022.0,condominium,brick,False,False,True,False,False,675000,11821.37,New
abc3f87154c21dfc4ddef7adcf890866,gdynia,apartmentBuilding,44.0,2,2.0,3.0,2022.0,condominium,brick,False,False,True,False,True,659000,14977.27,New
380a3ed35112ad12e2530f4b9a1314b9,gdynia,apartmentBuilding,63.0,3,2.0,3.0,2022.0,condominium,brick,False,True,True,False,False,943000,14968.25,New
a5d6ce041a3a376a775890671da1c47b,gdynia,blockOfFlats,92.0,4,1.0,3.0,2022.0,condominium,brick,True,False,True,False,False,1039900,11303.26,New
9b70879bf5982c1ed71fa385ca5832ce,gdansk,unknown,87.0,4,,3.0,2022.0,condominium,brick,True,False,False,False,True,1019000,11712.64,New
e26794450c67ec39c9a29519faa7d4ca,gdansk,blockOfFlats,41.29,2,3.0,3.0,2022.0,condominium,unknown,False,True,True,False,False,419000,10147.74,New
9c118c426378766568250bf2e3f13725,bydgoszcz,apartmentBuilding,64.0,3,3.0,3.0,2022.0,condominium,brick,True,True,True,False,False,520000,8125.0,New
bf561df7a9293dd68686d92829a279d1,krakow,blockOfFlats,62.5,2,1.0,3.0,2022.0,condominium,brick,True,False,False,False,True,756000,12096.0,New
e6076f6a743ecca2d4f4c1041fcde0bf,krakow,unknown,50.18,3,1.0,3.0,2022.0,condominium,unknown,False,True,True,True,True,592124,11800.0,New
5738077613a5e734d330e12566d2a138,gdynia,blockOfFlats,51.67,3,1.0,3.0,2022.0,condominium,unknown,False,False,False,False,True,599999,11612.13,New
609b4224a97342750f494ca00232fe85,gdynia,apartmentBuilding,74.0,4,1.0,3.0,2022.0,condominium,brick,False,True,True,True,False,1150000,15540.54,New
225b28190036e07037f2c30fab35d2fb,gdansk,blockOfFlats,44.6,2,,3.0,2023.0,condominium,unknown,False,False,False,False,False,415000,9304.93,New
3d3b7bef779d8638641ddcc742bf724f,bydgoszcz,blockOfFlats,56.06,2,1.0,3.0,2023.0,condominium,brick,False,True,True,False,False,535373,9550.0,New
f3f182e453828f0cbf3a65e018698406,lublin,blockOfFlats,56.91,3,1.0,3.0,2023.0,condominium,unknown,False,True,True,False,True,456000,8012.65,New
50beb009e46ffe7d4a3b096c81d76b3b,krakow,unknown,63.45,3,1.0,3.0,2023.0,condominium,unknown,False,True,True,False,False,755055,11900.0,New
47b68bd485bc7f95edaa6490d4781e02,gdansk,blockOfFlats,44.61,2,,3.0,2023.0,condominium,brick,False,True,True,False,False,415000,9302.85,New
0c6856f6f1e9711a361e335b61266307,warszawa,apartmentBuilding,38.8,2,2.0,3.0,2023.0,condominium,brick,True,True,False,False,False,580000,14948.45,New
0f84bc79576e18efbcefd3fe207f3465,lodz,blockOfFlats,36.2,2,2.0,3.0,2023.0,condominium,brick,False,True,True,False,False,395000,10911.6,New
4f5d46ca94b89b0dca0f584bc2871b00,katowice,apartmentBuilding,85.0,3,2.0,3.0,2023.0,condominium,brick,True,True,True,False,False,760000,8941.18,New
237df9dd746ab39e2ede5f83f6e9fb73,gdansk,blockOfFlats,29.0,1,2.0,3.0,2023.0,condominium,unknown,False,True,True,True,False,382200,13179.31,New
745fb4a4a4dcef2bad400d4f49459cc1,gdansk,apartmentBuilding,36.5,2,,3.0,2023.0,condominium,brick,False,True,False,False,False,695000,19041.1,New
7fde3e31b45fdf249b24f6c3dc4174be,gdynia,blockOfFlats,43.25,2,3.0,3.0,2023.0,condominium,unknown,False,True,True,False,False,349000,8069.36,New
fd67d838b384052961df75309e79f977,wroclaw,apartmentBuilding,46.77,2,,3.0,2023.0,condominium,brick,True,False,False,True,False,434961,9300.0,New
ab377b68f811642ef9de7751b29c70de,krakow,blockOfFlats,61.22,3,2.0,3.0,2023.0,condominium,unknown,False,True,True,False,False,538736,8800.0,New
2ee341cd65e034610fe2098fb3c32b16,czestochowa,blockOfFlats,78.01,3,,3.0,2023.0,condominium,unknown,False,True,True,False,False,538929,6908.46,New
c10ca67bd72ca1e4313d146cc98d8853,poznan,blockOfFlats,55.13,2,,3.0,2023.0,condominium,unknown,False,True,True,False,False,500000,9069.47,New
c38235f7e707f08fe15e87f882b23722,bydgoszcz,unknown,33.6,2,3.0,3.0,2023.0,condominium,brick,False,True,True,False,False,273840,8150.0,New
6217834bf22055c0da9baa8320abb866,warszawa,apartmentBuilding,148.59,5,1.0,3.0,2023.0,condominium,brick,True,True,True,True,True,1790510,12050.0,New
801123b18c93b016e8f255e220304f80,gdansk,blockOfFlats,41.12,2,,3.0,2023.0,condominium,unknown,False,True,True,False,False,583904,14200.0,New
d66cda8c375cf15bc5eac91f03122ab3,bydgoszcz,blockOfFlats,55.05,3,3.0,3.0,2023.0,condominium,unknown,True,False,True,False,True,459668,8350.01,New
d086d76f87b8130e7392e4af1ec9a67a,poznan,blockOfFlats,87.67,4,1.0,3.0,2023.0,condominium,unknown,False,True,True,False,False,750000,8554.81,New
38483989d6059562dd2dd89f498e0b1f,bydgoszcz,blockOfFlats,60.24,2,,3.0,2023.0,condominium,brick,False,True,True,False,False,548184,9100.0,New
c9758c0da198bb00bbe452b21dd9d27b,bydgoszcz,blockOfFlats,57.43,2,2.0,3.0,2023.0,condominium,brick,False,True,True,False,False,554200,9650.01,New
5832e75079899f32fcbebe40861c52dd,wroclaw,apartmentBuilding,33.66,1,3.0,3.0,2023.0,condominium,brick,True,True,False,True,False,336600,10000.0,New
9c17ba0b11e01e3b5f6d0f2300049feb,bydgoszcz,blockOfFlats,69.2,3,3.0,3.0,2023.0,condominium,brick,False,True,True,False,False,629028,9090.0,New
e27d0f0fe4010f798fc6d988889ea99b,bydgoszcz,blockOfFlats,70.05,3,1.0,3.0,2023.0,condominium,brick,False,True,True,False,False,658470,9400.0,New
e6e364101ad6012ca3686208a88f2146,warszawa,blockOfFlats,56.37,3,1.0,3.0,2023.0,condominium,unknown,True,True,True,False,False,873000,15486.96,New
298bf777b6b81ef1141eb73205e25701,gdansk,unknown,63.0,3,1.0,3.0,2023.0,condominium,unknown,False,False,False,False,False,751245,11924.52,New
8400dfff79cf808bc5badb48c9072acb,warszawa,apartmentBuilding,44.81,2,,3.0,2023.0,condominium,brick,False,True,False,True,False,741000,16536.49,New
054df09c87625622a17eea82ed090263,poznan,apartmentBuilding,44.0,2,,3.0,2023.0,condominium,brick,False,True,False,False,False,515000,11704.55,New
f745859cc64237d068b30d05e94393ae,warszawa,blockOfFlats,75.0,3,3.0,3.0,2023.0,condominium,unknown,False,True,True,True,False,1299000,17320.0,New
ee8a8e7718a79e0c86489bf7a22e0e66,gdansk,blockOfFlats,39.56,2,2.0,3.0,2023.0,condominium,brick,True,True,True,False,False,479000,12108.19,New
